taken from https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/geburten-todesfaelle/vornamen-schweiz.assetdetail.5946318.html
Basel	*	28
Baseli	*	22
Basem	*	13
Basema	4	*
Bashar	*	40
Basharat	*	7
Bashiir	*	4
Bashir	*	91
Bashira	4	*
Bashkaran	*	3
Bashkim	*	683
Bashkime	7	*
Basil	*	1'260
Basile	*	607
Basilia	26	*
Basilio	*	121
Basilisa	10	*
Basilius	*	28
Basim	*	12
Basima	6	*
Basir	*	22
Basira	4	*
Basirat	4	*
Basit	*	3
Baskaran	*	86
Baskim	*	118
Baskime	3	*
Basma	87	*
Basmah	4	*
Basmala	4	*
Basna	8	*
Basri	*	194
Basrie	3	*
Basrije	9	*
Bassam	*	74
Bassel	*	40
Bassem	*	54
Bassema	3	*
Bassey	*	5
Bassil	*	4
Bassim	*	10
Bassir	*	4
Bassirou	*	11
Bassma	6	*
Bastiaan	*	59
Bastian	*	926
Bastiana	5	*
Bastien	*	1'727
Bastienne	13	*
Bastián	*	4
Bastri	*	21
Bastrije	8	*
Basílio	*	9
Bat	5	*
Bata	*	7
Batbayar	*	3
Batbileg	*	3
Bathsheba	3	*
Batia	5	*
Batijar	*	7
Batije	7	*
Batikan	*	3
Batin	*	6
Batist	*	5
Batista	*	3
Batiste	*	44
Batja	9	*
Bato	*	3
Baton	*	10
Batool	12	*
Batoul	42	*
Batschewa	3	*
Batseba	6	*
Battal	*	19
Battesta	*	16
Battista	3	111
Battiste	*	4
Battistina	22	*
Battistino	*	3
Battsetseg	4	*
Batu	*	35
Batuhan	*	123
Batul	7	*
Batula	4	*
Batur	*	5
Baturay	*	6
Batya	11	*
Batzorig	*	4
Bauan	*	3
Baudilio	*	3
Baudoin	*	5
Baudouin	*	27
Bauke	*	5
Baukje	4	*
Bautista	*	16
Bavan	*	4
Bavana	3	*
Bavananthan	*	6
Bavani	25	*
Bavany	8	*
Bavatharani	3	*
Baver	*	6
Bavin	*	3
Bavisha	3	*
Bavithiran	*	5
Bavithra	4	*
Bavithran	*	3
Bawan	*	5
Bawani	4	*
Bawer	*	9
Baya	28	*
Bayan	37	3
Bayane	3	*
Bayar	*	13
Bayardo	*	5
Bayarmaa	3	*
Bayarsaikhan	*	5
Baye	*	7
Bayi	3	*
Baykal	*	10
Bayram	*	226
Bayrem	*	4
Bayron	*	5
Bayu	*	4
Bayush	5	*
Baz	*	5
Bazil	*	5
Bea	69	*
Beadin	*	14
Bean	*	3
Bear	*	5
Beare	10	*
Beat	*	21'386
Beata	752	*
Beate	976	*
Beath	*	6
Beato	*	4
Beatric	6	*
Beatrice	16'443	*
Beatrijs	14	*
Beatris	21	*
Beatrisa	11	*
Beatrix	5'831	*
Beatrixe	34	*
Beatriz	2'077	*
Beatus	*	72
Beau	*	5
Beauty	5	*
Beba	6	*
Bebe	5	3
Bebel	3	*
Bebiana	26	*
Beby	4	*
Bechir	*	40
Becir	*	47
Beck	*	3
Beckham	*	4
Becky	14	*
Beda	*	667
Bedi	*	5
Bedia	26	*
Bediha	13	*
Bedir	*	5
Bedirhan	*	35
Bedirxan	*	3
Bedis	*	3
Bediye	3	*
Bedjet	*	20
Bedra	3	*
Bedran	*	33
Bedredin	*	5
Bedrettin	*	5
Bedri	3	219
Bedria	3	*
Bedrich	*	9
Bedridin	*	3
Bedrie	24	*
Bedrija	11	9
Bedrije	176	*
Bedriya	3	*
Bedriye	62	*
Bedros	*	14
Bedrudin	*	11
Bedrush	*	10
Bedzet	*	16
Bedžet	*	3
Bee	9	*
Beebee	3	*
Beena	18	*
Beenish	3	*
Beg	*	18
Bega	5	*
Begajeta	8	*
Began	*	9
Begard	4	*
Bege	9	*
Begija	6	*
Begije	15	*
Begisa	4	*
Begishe	22	*
Begjet	*	11
Beglie	4	*
Beglija	3	*
Beglije	43	*
Begljije	3	*
Bego	*	18
Begona	73	*
Begonia	7	*
Begoña	51	*
Begum	9	*
Begus	*	4
Begusa	3	*
Begush	*	3
Begzad	*	11
Begzada	18	*
Begzat	*	6
Begzim	*	3
Begzudin	*	3
Begüm	64	*
Behadil	*	4
Behadin	*	7
Behajdin	*	5
Behar	4	289
Behara	14	*
Behare	144	*
Behat	*	5
Behcet	*	8
Behdad	*	3
Behi	3	*
Behice	15	*
Behide	3	*
Behie	3	*
Behija	39	*
Behije	94	*
Behim	*	8
Behir	*	3
Behira	5	*
Behire	5	*
Behiye	28	*
Behjat	3	*
Behka	4	*
Behlul	*	24
Behlül	*	10
Behnam	*	22
Behnan	*	6
Behnaz	17	*
Behnoush	4	*
Behra	3	*
Behram	*	20
Behran	*	3
Behrang	*	3
Behrem	*	5
Behrije	15	*
Behrooz	*	11
Behrouz	*	14
Behruz	*	7
Behxhet	*	32
Behzad	*	29
Behzat	*	9
Behçet	*	7
Bei	13	*
Beibei	7	*
Beie	3	*
Beija	6	*
Beije	16	*
Beila	3	*
Beili	3	*
Beilul	3	*
Beimnet	*	4
Beis	*	7
Beisa	13	*
Bejadin	*	14
Bejamin	*	9
Bejan	*	34
Bejana	4	*
Bejaze	11	*
Bejda	6	*
Bejdzet	*	5
Bejhan	4	8
Bejhane	5	*
Bejna	8	*
Bejnaz	5	*
Bejnaze	3	*
Bejt	*	3
Bejta	5	3
Bejtije	12	*
Bejtula	*	68
Bejtulah	*	5
Bejtulla	*	30
Bejtullah	*	34
Bejtus	*	11
Bejtush	*	33
Bejxhet	*	4
Bejza	15	*
Bejzad	*	6
Bejzat	*	5
Beka	*	8
Bekas	*	4
Beke	6	8
Bekele	*	4
Bekhal	3	*
Beki	4	*
Bekim	*	1'221
Bekime	28	*
Bekir	*	194
Bekira	7	*
Bekita	5	*
Bekjir	*	36
Beko	*	6
Bekon	*	6
Bekri	*	28
Bekrija	*	4
Bekrije	11	*
Bektas	*	81
Bektes	*	6
Bektesh	*	13
Bekë	*	6
Bel	*	3
Bela	39	154
Belaid	*	4
Belainesh	5	*
Belal	*	27
Belana	10	*
Belarmina	10	*
Belarmino	*	39
Belay	*	10
Belaynesh	7	*
Belaïd	*	3
Belbiche	3	*
Belchior	*	6
Belda	3	*
Bele	3	*
Belem	6	*
Belen	113	*
Belend	*	5
Beletse	*	3
Beletu	3	*
Belezije	4	*
Belgacem	*	28
Belgica	11	*
Belgin	59	*
Belgizar	3	*
Belgizare	3	*
Belgüzar	4	*
Belhassen	*	13
Belhida	4	*
Belia	6	*
Belin	4	*
Belina	47	*
Belinay	33	*
Belinda	1'203	*
Belinga	3	*
Belisa	4	*
Belisario	*	8
Belita	4	*
Beliz	13	*
Beljkize	3	*
Beljulj	*	5
Belkacem	*	30
Belkheir	*	4
Belkis	55	*
Belkisa	43	*
Belkise	6	*
Belkiss	4	*
Belkiz	9	*
Belkiza	12	*
Belkize	38	*
Belkys	5	*
Bella	95	*
Bellanira	4	*
Belle	11	*
Bellina	5	*
Bellinda	26	*
Bellisario	*	3
Belma	176	*
Belmin	*	71
Belmina	10	*
Belmir	*	4
Belmira	65	*
Belmiro	*	83
Belquis	3	*
Beltin	*	3
Beltina	16	*
Beltran	*	8
Belul	7	19
Belém	3	*
Belén	61	*
Bemnet	7	11
Bemvindo	*	6
Ben	*	2'691
Ben-Luca	*	4
Bena	3	*
Benafsha	7	*
Benaiah	*	6
Benaissa	*	8
Benaja	*	88
Benajah	*	5
Benan	*	6
Benaouda	*	4
Benar	*	4
Benard	*	19
Benart	*	9
Benarta	3	*
Benas	*	3
Benazir	6	*
Benaïssa	*	4
Bence	*	97
Benchamas	4	*
Benchawan	6	*
Benda	3	*
Bende	*	3
Bendegúz	*	7
Bendicht	*	245
Bendik	*	4
Bendix	*	10
Bendt	*	3
Bene	*	3
Benedek	*	39
Benedetg	*	18
Benedetta	219	*
Benedetto	*	210
Benedict	*	255
Benedicta	43	*
Benedicte	48	*
Benedicto	*	17
Benedictus	*	6
Benedik	*	5
Benedikt	*	1'604
Benedikta	71	*
Benedikte	3	*
Benediktus	*	4
Benedita	48	*
Benedite	3	*
Benedito	*	14
Benedykt	*	5
Benerita	3	*
Benet	*	24
Beneta	4	*
Benett	*	11
Beng	*	4
Bengi	7	4
Bengiamin	*	12
Bengin	*	11
Bengisu	6	*
Bengt	*	54
Bengü	20	*
Bengül	8	*
Benhar	*	4
Benhard	*	21
Benhart	*	3
Benhur	*	18
Beni	3	100
Beniam	*	3
Beniamin	*	38
Beniamina	8	*
Beniamino	*	151
Benicia	3	*
Benicio	*	28
Benie	10	*
Benigna	35	*
Benigno	*	49
Benijamin	*	3
Benilda	10	*
Benilde	31	*
Benina	5	*
Benis	*	3
Benisa	10	*
Benit	*	13
Benita	332	*
Benito	*	394
Benj	*	5
Benja	5	3
Benjamaporn	4	*
Benjamas	5	*
Benjamat	5	*
Benjamim	*	33
Benjamin	*	13'152
Benjamina	5	*
Benjamine	11	*
Benjamino	*	11
Benjamín	*	12
Benjaporn	8	*
Benjat	*	3
Benjawan	14	*
Benji	*	25
Benjy	*	5
Benjámin	*	17
Benn	*	7
Bennet	*	56
Bennett	*	30
Benni	*	5
Benno	*	1'708
Benny	*	167
Beno	*	89
Benoist	*	8
Benoit	*	487
Benoite	4	*
Benon	*	5
Benoni	*	4
Benoy	*	3
Benoît	*	1'823
Benoîte	8	*
Benoït	*	3
Benson	*	20
Bensu	13	*
Bent	*	20
Benta	5	*
Bente	62	*
Bentley	*	5
Bento	*	63
Benvenuta	8	*
Benvenuto	*	21
Benvinda	46	*
Benvindo	*	14
Beny	*	16
Benyamin	*	36
Benyapha	5	*
Benyounes	*	5
Benz	*	17
Benzion	*	3
Benício	*	9
Beppina	4	*
Beppino	*	6
Beq	*	5
Beqa	*	5
Beqe	*	4
Beqir	*	141
Beqë	*	9
Bera	*	5
Beraat	*	3
Beraki	*	16
Beralda	5	*
Beram	*	7
Beran	*	15
Berangère	4	*
Berardina	3	*
Berardino	*	22
Berardo	*	10
Berat	*	515
Beray	4	3
Berc	*	3
Bercel	*	3
Bercem	5	*
Berchthold	*	3
Berchtold	*	15
Berdan	*	33
Berekat	*	3
Bereke	*	4
Bereket	3	201
Bereketab	*	3
Berekhet	*	9
Beren	47	7
Berend	*	23
Berendina	10	*
Berenice	73	*
Berenika	7	*
Berenike	13	*
Berevan	3	*
Berfan	*	5
Berfim	4	*
Berfin	263	*
Berfo	*	3
Berfu	3	*
Berge	*	3
Bergit	3	*
Bergita	43	*
Berham	*	3
Berhan	6	30
Berhana	10	*
Berhane	5	109
Berhanu	*	11
Berhat	*	4
Berhe	4	31
Berhon	*	3
Beri	3	*
Beria	4	*
Berih	*	3
Berihu	*	18
Berije	4	*
Beril	47	*
Berin	17	43
Berina	50	*
Berislav	*	26
Berit	119	*
Beritan	44	*
Berith	3	*
Berivan	177	*
Beriwan	7	*
Beriz	*	9
Berjin	3	*
Berk	*	69
Berkan	*	102
Berkant	*	46
Berkay	*	153
Berkcan	*	5
Berke	*	66
Berkem	*	5
Berken	*	40
Berki	3	*
Berkin	*	28
Berlinda	59	*
Berline	5	*
Bermal	6	*
Berna	102	*
Bernabe	*	4
Bernabé	*	3
Bernad	*	5
Bernada	4	*
Bernadet	7	*
Bernadeta	47	*
Bernadete	19	*
Bernadeth	4	*
Bernadett	122	*
Bernadetta	308	*
Bernadette	6'995	*
Bernadina	12	*
Bernadine	5	*
Bernard	*	7'147
Bernard-André	*	4
Bernarda	124	*
Bernardeta	7	*
Bernardete	28	*
Bernardetta	24	*
Bernardette	10	*
Bernardica	9	*
Bernardin	*	24
Bernardina	90	*
Bernardine	9	*
Bernardino	*	194
Bernardita	10	*
Bernardo	*	483
Bernardus	*	37
Bernat	*	10
Bernd	*	1'486
Bernd-Dieter	*	4
Bernd-Michael	*	7
Bernd-Uwe	*	4
Berndt	*	22
Bernedette	3	*
Bernes	*	6
Bernfried	*	3
Bernhard	*	9'464
Bernharda	9	*
Bernhardette	3	*
Bernhardin	*	4
Bernhardina	3	*
Bernhardine	13	*
Bernhardt	*	11
Bernhart	*	3
Bernhilde	5	*
Bernice	46	*
Bernie	*	7
Bernis	*	5
Bernisa	4	*
Bernita	4	*
Berno	*	29
Bernold	*	4
Bernt	*	24
Bernward	*	17
Bernát	*	5
Bero	*	3
Berra	32	*
Berrak	4	*
Berre	6	*
Berrin	46	*
Berrit	5	*
Berry	*	8
Bersa	3	*
Bersan	*	4
Bersim	*	4
Bersimka	3	*
Bersu	3	*
Bert	*	98
Berta	2'301	*
Bertal	*	4
Bertalan	*	21
Bertan	*	56
Bertha	2'461	*
Berthe	441	*
Berthilde	7	*
Berthille	3	*
Berthold	*	151
Berthy	23	*
Berti	10	6
Bertie	*	3
Bertil	*	45
Bertilde	3	*
Bertilla	32	*
Bertille	30	*
Bertin	*	15
Bertina	26	*
Bertine	5	*
Bertino	*	12
Berto	*	17
Bertold	*	30
Bertolino	*	3
Bertram	*	116
Bertrand	*	1'689
Bertrande	3	*
Bertus	*	3
Berty	12	3
Beruk	*	4
Berwin	6	*
Beryl	71	5
Beryll	10	*
Berzad	*	5
Berzan	*	42
Berzat	*	14
Berçem	9	*
Besa	385	*
Besam	*	5
Besar	*	184
Besard	*	23
Besarda	3	*
Besare	11	*
Besarije	12	*
Besart	*	450
Besarta	501	*
Besarte	16	*
Besartë	10	*
Bese	10	*
Beser	11	*
Beserat	3	*
Besey	113	*
Besfort	*	97
Beshar	*	3
Beshir	*	31
Besi	5	*
Besian	*	64
Besiana	110	*
Besijan	*	11
Besijana	16	*
Besim	*	965
Besima	37	*
Besime	135	*
Besimka	3	*
Besir	*	167
Besira	7	*
Besire	55	*
Besjan	*	85
Besjana	156	*
Besjane	6	*
Besjon	*	4
Besjona	4	*
Beslan	*	3
Beslim	*	14
Beslind	*	8
Beslinda	17	*
Beslira	5	*
Besma	32	*
Besmellah	*	8
Besmir	*	224
Besmira	54	*
Besmire	62	*
Besna	8	*
Besne	4	*
Besnik	*	991
Besnike	54	*
Beson	*	10
Besona	3	*
Besra	4	*
Besrat	9	*
Bess	3	*
Bessa	3	*
Besse	4	*
Bessem	*	7
Bessi	10	*
Bessie	4	*
Bessy	6	*
Bestar	*	16
Beste	14	*
Bestrim	*	8
Bestun	*	5
Besë	11	*
Beta	7	*
Betab	*	9
Betania	9	*
Bete	28	*
Beteal	5	*
Betel	14	*
Betelehem	13	*
Betelhem	35	*
Betelhim	3	*
Betelihem	22	*
Beth	33	*
Bethan	10	*
Bethania	9	*
Bethany	32	*
Bethel	34	4
Bethelehem	5	*
Bethelhem	9	*
Bethelihem	3	*
Bethiel	4	*
Bethlehem	28	*
Bethli	383	*
Bethly	32	*
Bethsabée	4	*
Bethy	8	*
Beti	20	*
Betial	5	*
Betiel	67	*
Betim	*	294
Betime	15	*
Betina	120	*
Betka	4	*
Betlehem	8	*
Betlhem	4	*
Betli	25	*
Betly	8	*
Beto	*	4
Betselot	5	*
Betsy	37	*
Betta	9	*
Betti	33	*
Bettina	7'219	*
Bettino	*	6
Betty	382	*
Bettyna	3	*
Betul	11	*
Bety	6	*
Betânia	7	*
Betül	179	*
Beulah	10	*
Bevan	*	3
Beverley	54	*
Beverly	61	*
Bewar	*	9
Bexhet	*	42
Beya	20	*
Beyan	*	6
Beyar	*	4
Beyaz	10	*
Beyazit	*	5
Beyda	3	*
Beyene	*	11
Beyhan	57	9
Beyonce	4	*
Beyrem	*	3
Beytullah	*	16
Beytül	3	*
Beyza	136	*
Beyzanur	15	*
Beza	10	*
Bezalel	*	9
Beáta	130	*
Beçir	*	6
Bhagwan	*	3
Bhagya	3	*
Bhagyashree	3	*
Bhajan	*	3
Bhakti	3	*
Bhamini	4	*
Bhanu	4	5
Bharat	*	19
Bharath	*	16
Bharathy	3	*
Bharati	4	*
Bharti	5	*
Bhaskar	*	11
Bhavana	9	*
Bhavani	6	*
Bhavesh	*	6
Bhavin	*	6
Bhavish	*	3
Bhavna	6	*
Bhavya	5	*
Bhawna	3	*
Bhuchung	*	5
Bhumika	3	*
Bhupinder	*	5
Bhushan	*	5
Bhuti	7	*
Bi	4	8
Bia	22	*
Biagia	26	*
Biagina	12	*
Biagino	*	10
Biagio	*	440
Bian	*	3
Bianca	3'325	*
Bianca-Ioana	4	*
Bianca-Maria	8	*
Biancamaria	12	*
Biancarosa	7	*
Bianco	*	3
Bianka	165	*
Biase	*	9
Biatriz	25	*
Biba	10	*
Bibars	*	3
Bibe	4	3
Bibi	83	*
Bibiana	120	*
Bibiane	75	*
Bibianne	3	*
Bibiano	*	4
Bibiche	18	*
Bibigol	3	*
Bibigul	3	*
Bibin	*	3
Bibiána	7	*
Bibo	*	4
Biborka	6	*
Bibë	*	3
Bice	78	*
Bich	65	*
Bida	7	*
Bidajet	*	3
Bieke	3	*
Biel	*	4
Biemnet	*	5
Bien	*	3
Bienvenida	17	*
Bienvenido	*	17
Bienvenu	*	12
Bienvenue	7	*
Bietel	5	*
Bietiel	3	*
Bige	3	*
Bigna	243	*
Bignia	10	*
Bihnan	*	3
Bihter	6	*
Bijan	*	56
Bijay	*	3
Bijaya	3	*
Bije	3	*
Biji	4	*
Bijondina	4	*
Bijou	14	*
Bijoux	8	*
Bijoy	*	6
Biju	*	17
Bikash	*	6
Bikram	*	9
Bilaal	*	5
Bilal	*	594
Bilall	*	26
Bilan	8	*
Bilbil	*	5
Bile	*	9
Bilel	*	86
Bilen	12	*
Bilent	*	12
Bilge	61	5
Bilgehan	3	6
Bilgen	5	*
Bilgi	15	5
Bilgin	6	22
Bilguun	*	5
Biliana	13	*
Bilitis	3	*
Bilja	3	*
Biljal	*	12
Biljan	*	3
Biljana	1'166	*
Biljent	*	3
Bilka	3	*
Bilkis	10	*
Bilkize	4	*
Bill	*	61
Billal	*	23
Billel	*	8
Billie	47	*
Billo	*	3
Billur	5	*
Billy	3	161
Bilonda	4	*
Bilsana	4	*
Bilsen	4	*
Bilyana	28	*
Bilâl	*	7
Bimal	*	5
Bin	16	37
Bina	37	*
Binahi	4	*
Binak	*	76
Binali	*	37
Binas	5	*
Binasa	19	*
Binay	4	*
Binaz	5	*
Binaze	17	*
Binazir	4	*
Binbin	3	*
Bindu	19	*
Bineta	17	*
Bing	24	8
Bingqing	3	*
Bingyu	3	*
Binh	16	23
Bini	5	*
Binia	67	*
Biniam	*	203
Biniyam	*	8
Binja	12	*
Binjamin	*	8
Binnaz	22	*
Binnur	10	*
Bino	*	3
Binod	*	3
Binoy	*	6
Binta	53	*
Binti	4	*
Bintou	30	*
Bintu	4	*
Binu	4	6
Binyam	*	43
Binyamen	*	4
Binyamin	*	5
Biona	10	*
Biond	*	3
Bionda	17	*
Biondina	30	*
Biontina	6	*
Birahim	*	3
Birama	*	3
Birame	*	3
Biran	*	3
Biranavan	*	5
Birane	*	5
Biraveen	*	5
Biravin	*	4
Bircan	25	9
Birda	3	*
Birdal	3	*
Birger	*	21
Birgid	12	*
Birgit	1'836	*
Birgitt	80	*
Birgitta	216	*
Birgitte	46	*
Birgül	95	*
Birhan	3	5
Birhana	9	*
Birhane	*	7
Birhat	*	13
Birikti	18	*
Birivan	5	*
Birk	*	23
Birka	8	*
Birkan	*	24
Birke	10	*
Birkti	9	*
Birna	4	*
Birnur	3	*
Birol	*	61
Birsana	3	*
Birsel	21	*
Birsen	106	*
Birsena	10	*
Birsene	6	*
Birtan	*	5
Birte	72	*
Birthe	33	*
Birtukan	10	*
Biruck	*	3
Biruk	*	15
Biruntha	7	*
Biruta	5	*
Birute	8	*
Bisa	7	*
Bisan	4	*
Bisch	*	3
Biser	*	4
Bisera	51	*
Biserka	149	*
Bishal	*	3
Bishar	*	4
Bisharo	5	*
Bishe	3	*
Bisim	*	5
Bisirat	3	*
Bislim	*	74
Bisma	5	*
Bismark	*	10
Bismillah	*	10
Bisrat	42	8
Bissan	6	*
Bistgaun	*	4
Bistra	18	*
Bistrica	5	*
Bita	24	*
Bitania	17	*
Bitaniya	4	*
Bitanya	10	*
Biter	*	3
Bithia	4	*
Bitten	3	*
Bixio	*	39
Bizen	4	*
Bizhan	*	3
Bjanka	5	*
Bjar	*	3
Bjarke	*	7
Bjarne	*	57
Bjarni	*	8
Bjeshka	3	*
Bjoern	*	5
Bjona	3	*
Bjonda	7	*
Bjondina	31	*
Bjord	*	6
Bjordi	*	7
Bjorg	3	*
Bjorn	*	28
Björg	10	*
Björk	8	*
Björn	*	1'809
Bjørn	*	15
Bladimir	*	9
Blaga	12	*
Blagica	76	*
Blagoj	*	38
Blagoja	*	31
Blagojce	*	9
Blagojche	*	4
Blagojcho	*	4
Blagoje	*	38
Blagorodna	11	*
Blagovest	*	6
Blagovesta	3	*
Blagoy	*	13
Blaguna	3	*
Blaine	*	3
Blair	5	8
Blaise	*	944
Blake	4	29
Blanca	432	*
Blanchard	*	11
Blanche	328	*
Blanchette	4	*
Blanda	42	*
Blandina	73	*
Blandine	272	*
Blanka	503	*
Blas	*	24
Blasco	*	3
Blasius	*	33
Blasko	*	13
Blaz	*	44
Blaza	*	4
Blaze	*	10
Blazej	*	18
Blazena	9	*
Blazenka	90	*
Blazenko	*	10
Blazhe	*	14
Blazho	*	19
Blazica	3	*
Blazo	*	31
Blaž	*	9
Blaženka	17	*
Blaženko	*	5
Blažica	3	*
Blear	*	4
Bleard	*	27
Bleart	*	106
Blearta	21	*
Bled	*	6
Bledar	*	80
Bledi	*	42
Bledian	*	8
Bledina	7	*
Bledion	*	34
Blediona	8	*
Bledon	*	5
Bledor	*	5
Blen	10	*
Blenar	*	3
Blenard	*	12
Blenart	*	7
Blend	*	168
Blenda	92	*
Blendar	*	6
Blendart	*	3
Blendi	*	210
Blendian	*	13
Blendiana	8	*
Blendin	*	6
Blendina	20	*
Blendion	*	14
Blendiona	4	*
Blendon	*	19
Blendona	9	*
Blendor	*	10
Blendrit	*	7
Blenera	6	*
Blenita	4	*
Blenor	*	13
Blent	*	4
Blenta	3	*
Blentin	*	3
Blentina	3	*
Bleon	*	219
Bleona	320	*
Bleond	*	10
Bleonda	3	*
Bleonit	*	8
Bleonita	8	*
Bleran	*	6
Blerand	*	54
Bleranda	45	*
Blerant	*	15
Blerd	*	3
Blerdi	*	10
Blerentina	6	*
Blerian	*	22
Blerim	*	918
Blerime	32	*
Blerin	*	3
Blerina	492	*
Blerinda	26	*
Blerine	10	*
Blerinë	7	*
Blerion	*	6
Blerita	5	*
Blerjan	*	6
Blerjana	4	*
Bleron	*	205
Blerona	91	*
Blerond	*	5
Blert	*	28
Blerta	689	*
Blertan	*	12
Blerti	*	16
Blertim	*	6
Blertin	*	5
Blertina	20	*
Blerton	*	121
Blertona	3	*
Blertë	7	*
Blessing	48	10
Bleta	19	*
Bleton	*	7
Bletë	3	*
Blin	*	48
Blina	55	*
Blinera	64	*
Blini	*	4
Blinor	*	11
Bliona	6	*
Bljerim	*	78
Bljerime	6	*
Bljerina	4	*
Bljerta	15	*
Bljerton	*	6
Blondin	*	3
Blondina	11	*
Blondine	5	*
Blu	*	3
Blue	7	*
Bluette	560	*
Bluma	8	*
Blythe	5	*
Bnar	3	*
Bo	38	94
Boa	3	*
Boas	*	92
Boaventura	*	8
Boaz	*	17
Bob	*	61
Boba	4	*
Boban	*	357
Bobana	10	*
Bobby	*	41
Bobi	*	12
Bobo	*	4
Bobur	*	3
Bocar	*	7
Bochra	9	*
Bode	*	6
Bodhi	*	4
Bodi	*	3
Bodil	37	*
Bodo	*	162
Boel	7	*
Boele	*	6
Bofta	3	*
Bogdan	*	395
Bogdana	54	*
Bogdanka	14	*
Bogdina	3	*
Boge	*	6
Bogic	*	5
Bogica	3	*
Boglarka	26	*
Boglárka	35	*
Bogna	12	*
Bogoljub	*	38
Bogomil	*	3
Bogomir	*	14
Bogos	*	4
Bogosav	*	9
Bogoslav	*	4
Bogumil	*	10
Bogumila	36	*
Boguslaw	*	46
Boguslawa	29	*
Bohdan	*	30
Bohdana	6	*
Bohumil	*	21
Bohumila	16	*
Bohumir	*	5
Bohus	*	7
Bohuslav	*	12
Bohuslava	7	*
Boi	8	9
Boiana	3	*
Boiken	*	8
Boja	18	*
Bojamin	*	5
Bojan	*	818
Bojana	475	*
Bojanka	4	*
Bojka	17	*
Bola	4	*
Boldbaatar	*	3
Boldizsár	*	8
Boleslaw	*	10
Boletin	*	7
Bolivar	*	7
Bolko	*	4
Bolormaa	12	*
Bolortsetseg	4	*
Bolortuya	3	*
Boluwatife	*	3
Bombina	3	*
Bon	*	3
Bona	22	*
Bonaria	5	*
Bonaventura	*	15
Bonaventure	*	7
Bong	3	*
Bongkot	5	*
Boni	*	5
Boniface	*	12
Bonifacia	3	*
Bonifacio	*	22
Bonifatius	*	3
Bonifaz	*	13
Bonifácio	*	3
Bonita	18	*
Bonka	5	*
Bonn	*	3
Bonnie	70	*
Bonny	15	*
Bono	*	35
Bontu	3	*
Boo	*	3
Boon	4	5
Boonmee	5	*
Boonsong	3	*
Bopha	6	*
Bora	68	120
Boram	3	*
Boran	*	96
Borana	3	*
Borbala	20	*
Borbardha	3	*
Borbála	20	*
Borce	*	15
Borche	*	26
Borcho	*	3
Borco	*	4
Bore	38	10
Borey	*	3
Borgia	*	3
Borhan	*	6
Borhane	*	5
Boriana	11	*
Borica	8	*
Borika	3	*
Boril	*	3
Borinka	4	*
Boris	*	2'477
Boris-Alexander	*	3
Borisa	*	11
Borisav	*	29
Boriska	3	*
Borislav	*	171
Borislava	23	*
Borislavka	10	*
Borivoj	*	15
Borivoje	*	37
Borja	*	65
Borjan	*	8
Borjana	22	*
Borjanka	11	*
Borka	132	*
Borko	*	39
Borna	*	20
Borni	*	4
Bornia	3	*
Boro	*	101
Bortolina	8	*
Bortolo	*	32
Borut	*	12
Boryana	23	*
Borys	*	17
Boróka	3	*
Bosa	33	*
Bosanka	5	*
Bosco	*	33
Boshko	*	8
Bosiljka	122	*
Bosilka	8	*
Bosko	*	171
Bosse	*	5
Bostjan	*	33
Botagoz	3	*
Botan	3	22
Botho	*	6
Botond	*	50
Botros	*	3
Bouabdallah	*	3
Boualem	*	24
Bouazza	*	4
Bouba	*	5
Boubacar	*	74
Boubakar	*	5
Boubaker	*	20
Boubker	*	8
Bouchaib	*	25
Bouchaïb	*	7
Bouchra	232	*
Boudewijn	*	15
Boudjema	*	4
Boujemaa	*	7
Boujemaâ	*	3
Bouke	*	4
Boukje	6	*
Boulbaba	*	4
Boulos	*	5
Boumediene	*	4
Boun	3	15
Bourama	*	3
Bouraoui	*	6
Bourhan	*	3
Bouschra	3	*
Boushra	4	*
Bouthaina	7	*
Bouthaïna	3	*
Boutheina	4	*
Boutros	*	4
Bouziane	*	5
Bouzid	*	4
Bowen	*	8
Boy	*	4
Boya	4	*
Boyan	*	26
Boyana	3	*
Boyang	*	4
Boyka	9	*
Boyko	*	4
Boyuan	*	3
Boza	7	4
Bozan	*	6
Bozana	102	*
Bozanka	6	*
Boze	*	18
Bozena	255	*
Bozenka	3	*
Bozenna	5	*
Bozhana	4	*
Bozhena	3	*
Bozhidar	*	6
Bozhin	*	7
Bozica	146	*
Bozidar	*	146
Bozidarka	13	*
Bozimir	*	3
Bozin	*	5
Bozinka	3	*
Bozo	*	117
Bozorgmehr	*	3
Božana	28	*
Božena	10	*
Božica	34	*
Božidar	*	27
Božin	*	3
Božo	*	35
Bracha	22	*
Braco	*	4
Brad	*	27
Braden	*	5
Bradford	*	4
Bradley	*	113
Brady	*	15
Braeden	*	3
Braham	*	6
Brahian	*	4
Brahim	*	348
Brahima	*	5
Braian	*	19
Braida	22	*
Braim	*	29
Braima	*	11
Brain	*	4
Brais	*	37
Brajan	*	14
Brajendra	*	3
Bram	*	44
Bramwell	*	4
Bran	*	9
Brana	26	*
Branavan	*	3
Branca	35	*
Brance	*	3
Branco	*	13
Branda	4	*
Branden	*	4
Brandi	6	*
Brando	*	41
Brandon	*	349
Brandy	8	4
